sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,color,description,fk,material,name,op,price,ptm,sd,size,status,tax_class_id,visibility,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
JC15SBBBFVLRD1,,Bags,simple,Bags,Default Category,base,,This new model Boat shaped tote is made of violet jute cotton fabric with convenient interior zipped pocket and 2 pockets to hold your essentials like mobile and pens. Interiors are made from bright red canvas and neatly finished. Suitable for working women to carry their daily working hour needs. Floral embellishment on the front compliments the otherwise smooth plain tote.,Yes,Jutecotton,Jutecotton floral boat bag,No,499,No,No,,1,0,4,10,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/j/c/jc15sbbbfvlrd1_other_3.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/c/jc15sbbbfvlrd1_other_2.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/c/jc15sbbbfvlrd1_main.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/c/jc15sbbbfvlrd1_other_1.jpg,,4,0
JC15SDGBGRPRGR1202,,Bags,simple,Bags,Default Category,base,,Durable And Tough Jutecotton Dual Color  Gym Bag With Strong Cotton Interiors Suitable To Carry Your Gym Accessories Or Your Essential Utilities For A Small Travel.,Yes,Jutecotton,  Grey Blue Duffel Bag,No,499,No,No,,1,0,4,10,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/j/c/jc15sdgbgrprgr1202_other_2.jpg,,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/c/jc15sdgbgrprgr1202_other_1.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/c/jc15sdgbgrprgr1202_other_3.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/c/jc15sdgbgrprgr1202_main.jpg,,1,0
JC15SDLBGRBR2202,,Bags,simple,Bags,Default Category,base,,"This new large medium sized travel cum sport bag made from durable natural fabric will last for long. There are 2 generous pockets to segregate your small sized items. Two types of handles, shoulder handles and cross body strap is provided to be used according to convenience. Use the handle cushions to ease the pressure on your hands.",Yes,Canvas,Grey Brown unlined Travel Bag,No,499,No,No,,1,0,4,10,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/j/c/jc15sdlbgrbr2202_other_3.jpg,,5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/c/jc15sdlbgrbr2202_other_4.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/c/jc15sdlbgrbr2202_other_2.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/c/jc15sdlbgrbr2202_other_1.jpg,,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/c/jc15sdlbgrbr2202_main.jpg,,1,0
"

JC15SMLGBGBR1202",,Bags,simple,Bags,Default Category,base,,Strong and durable beige coloured gym bag has jutecotton exteriors and brown canvas interiors with a cross body adjustable strap and a pair of shoulder handles. ,Yes,Jutecotton," Beige Brown jutecotton duffel/gym bag
",No,499,No,No,,1,0,4,10,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
JC15TBHBVLRDZ2,,Bags,simple,Bags,Default Category,base,,"The Violet Bag, Made By  Is A Spacious, Strong Yet Fashionable Hand Bag With 2 Top Open Pouch Pockets In The Front And 3 Pockets In The Interior Suffcient Enough To Segregate And Hold Your Important Stuff Like Mobiles, Pens And Money In Addition To Improved Stiffness And Support With Smooth And Durable Bright Red Canvas Interiors. The Bag Has Single Gussetted Compartment. This Model Has A Zipped Closure For The Main Compartment.",Yes,Jutecotton,Violet red zipped tote bag,No,499,No,No,,1,0,4,10,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/j/c/jc15tbhbvlrdz2_other_1.jpg,,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/c/jc15tbhbvlrdz2_other_2.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/c/jc15tbhbvlrdz2_main.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/c/jc15tbhbvlrdz2_other_3.jpg,,4,0
JC16YBSOBRBL0701,,Bags,simple,Bags,Default Category,base,,Simple yet elegant yogamat bag with jutecotton exteriors and canvas interiors. This bag has a horizantal zipper closure and a dual color shoulder strap. ,No,Jutecotton,  Brown jutecotton Yogamat bag,No,499,No,No,,1,0,4,10,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/j/c/jc16ybsobrbl0701_main.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/c/jc16ybsobrbl0701_other_2.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/c/jc16ybsobrbl0701_other_1.jpg,,3,0
JT15HBBTC22,,Bags,simple,Bags,Default Category,base,,The fashionable trapezoid cut designer bag has Single Gussetted Compartment with a zipped closure and dual side pockets Suitable to  carry to work or other formal occasions.,Yes,Jutecotton,Beige tote bag,No,499,No,No,,1,0,4,10,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/j/t/jt15hbbtc22_other_1.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/t/jt15hbbtc22_other_3.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/t/jt15hbbtc22_other_2.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/t/jt15hbbtc22_main.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/t/jt15hbbtc22_other_4.jpg,,5,0
JT15LBOGPRRD1001,,Bags,simple,Bags,Default Category,base,,Jute lunch box bag with a pouch,No,Jute,Jute lunch box bag with pouch,No,599,No,No,,1,0,4,10,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/j/t/jt15lbogprrd1001-m-2-2x.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/t/jt15lbogprrd1001-m-1-2x.jpg,,1,0
CA15LBDBMRRB1903,,Bags,simple,Bags,Default Category,base,,Rich colour combination of maroon and royal blue canvas for exteriors and pure natural canvas interiors makes the bag durable and strong. It has adjustable crossbody strap and shoulder straps with sufficient pockets. ,No,Canvas,  Maroon blue canvas lined Travel Bag,No,499,No,No,,1,0,4,10,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/c/a/ca15lbdbmrrb1903_main.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/a/ca15lbdbmrrb1903_other_2.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/a/ca15lbdbmrrb1903_other_1.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/a/ca15lbdbmrrb1903_other_3.jpg,,4,0
CA16SLBMRJRMR0601,,Bags,simple,Bags,Default Category,base,,Casual crossbody small size sling bag made from canvas with 3 pockets makes it easy to carry mobile and money. ,No,Canvas,  Maroon Sling Bag,No,499,No,No,,1,0,4,10,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/c/a/ca16slbmrjrmr0601_main.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/a/ca16slbmrjrmr0601_other_2.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/a/ca16slbmrjrmr0601_other_3.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/a/ca16slbmrjrmr0601_other_1.jpg,,4,0
CO16GBMRRB1302,,Bags,simple,Bags,Default Category,base,,This stylish dual colour duffel bag has both canvas exteriors and interios with sufficient space and pockets,No,Canvas,  Elegant Maroon Royal blue Duffel/Gym bag,No,499,No,No,,1,0,4,10,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/c/o/co16gbmrrb1302_other_2.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/o/co16gbmrrb1302_other_4.jpg,,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/o/co16gbmrrb1302_main.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/o/co16gbmrrb1302_other_1.jpg,,2,0
JT16SLBCRJRBL0601,,Bags,simple,Bags,Default Category,base,,Casual crossbody small size sling bag made from lurex jute  with 3 pockets makes it easy to carry mobile and money. ,No,Jute,  Cream lurecjute Sling Bag,No,499,No,No,,1,0,4,10,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/j/t/jt16slbcrjrbl0601_main.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/t/jt16slbcrjrbl0601_other_3.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/t/jt16slbcrjrbl0601_other_2.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/t/jt16slbcrjrbl0601_other_1.jpg,,4,0
JC15CLSLSFBRDBR16,,Bags,simple,Bags,Default Category,base,,Economical and Formal looking jute cross body bag is one of its kind with pure jute interiors and adjustable strap,No,Jute,   Red jute CrossBody bag,No,499,No,No,,1,0,4,10,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/j/c/jc15clslsfbrdbr16_other_3.jpg,,5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/c/jc15clslsfbrdbr16_other_2.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/c/jc15clslsfbrdbr16_other_1.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/c/jc15clslsfbrdbr16_other_4.jpg,,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/c/jc15clslsfbrdbr16_main.jpg,,1,0
JT16WBBGBRJ0702,,Bags,simple,Bags,Default Category,base,,"Pretty ethnic looking pure jute bags in beige and brown colors adorned by jaris, may be used as gift bags for all occasions, may be used as tamboolam bags for marriages, festivals and pooja",No,Jute,  Tamboolam Biege Brown bag,No,499,No,No,,1,0,4,10,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/j/t/jt16wbbgbrj0702_main_1.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/t/jt16wbbgbrj0702_other_2_1.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/t/jt16wbbgbrj0702_other_1_1.jpg,,3,0
jc15sdcbsmgrnb2001,,Bags,simple,Bags,Default Category,base,,"A unique sling bag made of highly refined natural fabric and fully fabric lined interiors buffered by hidden  natural rubber layer that has an additional compartment, a cross body strap and a waist loop that leaves your hands free while travelling.",Yes,Canvas,  Grey Sling Bag,No,499,No,No,,1,0,4,10,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/j/c/jc15sdcbsmgrnb2001_other_3.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/c/jc15sdcbsmgrnb2001_othr_1.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/c/jc15sdcbsmgrnb2001_main.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/c/jc15sdcbsmgrnb2001other_2.jpg,,4,0
JC16SLBPRBL0601,,Bags,simple,Bags,Default Category,base,,Casual crossbody small size wide sling bag made from jutecotton with 2 pockets makes it easy to carry mobile and money. ,No,Jutecotton,   Violet wide Sling Bag,No,499,No,No,,1,0,4,10,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/j/c/jc16slbprbl0601_other_1.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/c/jc16slbprbl0601_other2.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/c/jc16slbprbl0601_main.jpg,,1,0
JT16SLBOGBL0601,,Bags,simple,Bags,Default Category,base,,Casual crossbody small size sling bag made from lurex jute  with 3 pockets makes it easy to carry mobile and money. ,No,Jute,    Olive Green lurex jute Sling Bag,No,499,No,No,,1,0,4,10,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/j/t/jt16slbogbl0601_main.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/t/jt16slbogbl0601_otger_3.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/t/jt16slbogbl0601_other_2.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/t/jt16slbogbl0601_other_1.jpg,,4,0
JT16LPTBBGCR0701,,Bags,simple,Bags,Default Category,base,,"Beige colored laminated jute cushioned unique design laptop bag with canvas interiors, crossbody adjustable strap and pockets.",No,Jute,   Beige jute cushioned laptop case,No,499,No,No,,1,0,4,10,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/j/t/jt16lptbbgcr0701_main.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/t/jt16lptbbgcr0701_other_1.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/t/jt16lptbbgcr0701_other_2.jpg,,3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/t/jt16lptbbgcr0701_other_3.jpg,,4,0
JT15LBMRBGBRBGPBYE4016,,Bags,simple,Bags,Default Category,base,,Two jute lunch box bags brown and maroon color with a small pouch,No,Jute,Jute pair of lunch box bags and pouch,No,799,No,No,,1,0,4,10,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/j/t/jt15lbmrbgbrbgpbye4016_main.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/j/t/jt15lbmrbgbrbgpbye4016_other_1.jpg,,2,0
CO16MKWHBLV007,,Kurtis,simple,Womens,Default Category,base,white,Pure cotton zari neck design long kurti,No,Cotton,MayilCO16MKWHBLV007 Medium kurti off white cotton  designer kurti,No,499,No,No,10,1,0,4,10,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,88,/c/o/co16mkwhblv007_main_7.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO16MKWHORV007,,Kurtis,simple,Womens,Default Category,base,white,Pure cotton zari neck design long kurti,No,Cotton,MayilCO16MKWHORV007 Medium kurti off white cotton  designer kurti,No,499,No,No,10,1,0,4,10,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
CO16MKWHPRJK010,,Kurtis,simple,Womens,Default Category,base,white,Pure cotton silk jacket design long kurti,No,Cotton, MayilCO16MKWHPRJK010 Medium kurti off white cotton  designer kurti,No,499,No,No,10,1,0,4,10,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
CO16MKWHSBJK010,,Kurtis,simple,Womens,Default Category,base,white,Pure cotton silk jacket design long kurti,No,Cotton,Mayil CO16MKWHSBJK010 Medium kurti off white cotton designer kurti,No,499,No,No,10,1,0,4,10,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
CO16MKWHSKJR007,,Kurtis,simple,Womens,Default Category,base,white,Pure cotton golden zari border design long kurti,No,Cotton, MayilCO16MKWHSKJR007 Medium kurti off white cotton  designer kurti,No,499,No,No,10,1,0,4,10,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
CO16MKWHSLJR007,,Kurtis,simple,Womens,Default Category,base,white,Pure cotton designer jacket long kurti,No,Cotton, MayilCO16MKWHSLJR007 Medium kurti off white cotton  designer kurti,No,499,No,No,10,1,0,4,10,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
CO16SKWHBLPP007,,Kurtis,simple,Womens,Default Category,base,white,Pure cotton zari border design short kurti,No,Cotton,MayilCO16SKWHBLPP007 Medium kurti off white cotton  designer kurti,No,499,No,No,10,1,0,4,10,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
CO16SKWHCLR006,,Kurtis,simple,Womens,Default Category,base,white,Pure cotton collar neck design short kurti,No,Cotton,MayilCO16SKWHCLR006 Short kurti off white cotton designer kurti,No,499,No,No,10,1,0,4,10,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
CO16SKWHSLGRN007,,Kurtis,simple,Womens,Default Category,base,white,Pure cotton zari neck design short kurti,No,Cotton,MayilCO16SKWHSLGRN007 Short kurti off white cotton designer kurti,No,499,No,No,10,1,0,4,10,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
CO16SKWHSLPR007,,Kurtis,simple,Womens,Default Category,base,white,Pure cotton zari neck design short kurti,No,Cotton,MayilCO16SKWHSLPR007 Short kurti off white cotton designer kurti,No,499,No,No,10,1,0,4,10,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
CO16SKWHSLYE007,,Kurtis,simple,Womens,Default Category,base,white,Pure cotton zari neck design short kurti,No,Cotton,MayilCO16SKWHSLYE007 Short kurti off white cotton  designer kurti,No,499,No,No,10,1,0,4,10,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
CO16MKWHGOJR007,,Kurtis,simple,Womens,Default Category,base,white,Pure cotton golden zari border design long kurti,No,Cotton, MayilCO16MKWHGOJR007 Medium kurti off white cotton  designer kurti,No,499,No,No,10,1,0,4,10,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
CO16MKWHGOV007,,Kurtis,simple,Womens,Default Category,base,white,Pure cotton zari neck design long kurti,No,Cotton,MayilCO16MKWHGOV007 Medium kurti off white cotton  designer kurti,No,499,No,No,10,1,0,4,10,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
